id,date,product_name,category_name,supplier_name,quantity,customer_name,employee_name,shipper_name
388,1996-12-25,"Gumbar Gummibarchen",Confections,"Heli Susswaren GmbH and Co. KG",70,"Save-a-lot Markets","Nancy Davolio","Federal Shipping"
389,1996-12-25,"Gorgonzola Telino","Dairy Products","Formaggi Fortini s.r.l.",32,"Save-a-lot Markets","Nancy Davolio","Federal Shipping"
199,1996-10-08,Spegesild,Seafood,Lyngbysild,30,"Save-a-lot Markets","Anne Dodsworth","Speedy Express"
198,1996-10-08,"Steeleye Stout",Beverages,"Bigfoot Breweries",70,"Save-a-lot Markets","Anne Dodsworth","Speedy Express"
509,1997-02-10,Chang,Beverages,"Exotic Liquid",45,"Save-a-lot Markets","Margaret Peacock","United Package"
385,1996-12-25,Chang,Beverages,"Exotic Liquid",25,"Save-a-lot Markets","Nancy Davolio","Federal Shipping"
373,1996-12-19,"Filo Mix",Grains/Cereals,"Gday, Mate",20,"Seven Seas Imports","Andrew Fuller","Speedy Express"
298,1996-11-21,"Camembert Pierrot","Dairy Products","Gai paturage",80,"Seven Seas Imports","Steven Buchanan","Federal Shipping"
372,1996-12-19,"Rogede sild",Seafood,Lyngbysild,15,"Seven Seas Imports","Andrew Fuller","Speedy Express"
297,1996-11-21,"Gorgonzola Telino","Dairy Products","Formaggi Fortini s.r.l.",70,"Seven Seas Imports","Steven Buchanan","Federal Shipping"
296,1996-11-21,Pavlova,Confections,"Pavlova, Ltd.",56,"Seven Seas Imports","Steven Buchanan","Federal Shipping"
343,1996-12-09,"Chartreuse verte",Beverages,"Aux joyeux ecclesiastiques",20,"Seven Seas Imports","Nancy Davolio","Federal Shipping"
342,1996-12-09,"Rossle Sauerkraut",Produce,"Plutzer Lebensmittelgrossmarkte AG",20,"Seven Seas Imports","Nancy Davolio","Federal Shipping"
374,1996-12-19,"Perth Pasties",Meat/Poultry,"Gday, Mate",40,"Seven Seas Imports","Andrew Fuller","Speedy Express"
450,1997-01-16,"Cote de Blaye",Beverages,"Aux joyeux ecclesiastiques",50,"Simons bistro","Margaret Peacock","Federal Shipping"
453,1997-01-16,"Original Frankfurter grune Sosse",Condiments,"Plutzer Lebensmittelgrossmarkte AG",35,"Simons bistro","Margaret Peacock","Federal Shipping"
451,1997-01-16,Spegesild,Seafood,Lyngbysild,2,"Simons bistro","Margaret Peacock","Federal Shipping"
250,1996-10-29,Geitost,"Dairy Products","Norske Meierier",8,"Simons bistro","Robert King","Federal Shipping"
452,1997-01-16,"Scottish Longbreads",Confections,"Specialty Biscuits, Ltd.",36,"Simons bistro","Margaret Peacock","Federal Shipping"
251,1996-10-29,"Raclette Courdavault","Dairy Products","Gai paturage",9,"Simons bistro","Robert King","Federal Shipping"
326,1996-12-02,"Gnocchi di nonna Alice",Grains/Cereals,"Pasta Buttini s.r.l.",18,"Split Rail Beer & Ale","Laura Callahan","United Package"
490,1997-01-31,Tourtiere,Meat/Poultry,"Ma Maison",40,"Split Rail Beer & Ale","Janet Leverling","United Package"
272,1996-11-08,Tourtiere,Meat/Poultry,"Ma Maison",24,"Split Rail Beer & Ale","Robert King","Speedy Express"
218,1996-10-15,"Nord-Ost Matjeshering",Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH",8,"Split Rail Beer & Ale","Margaret Peacock","United Package"
364,1996-12-17,"Camembert Pierrot","Dairy Products","Gai paturage",20,"Split Rail Beer & Ale","Nancy Davolio","United Package"
325,1996-12-02,"Thuringer Rostbratwurst",Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG",20,"Split Rail Beer & Ale","Laura Callahan","United Package"
220,1996-10-15,"Gnocchi di nonna Alice",Grains/Cereals,"Pasta Buttini s.r.l.",12,"Split Rail Beer & Ale","Margaret Peacock","United Package"
62,1996-08-01,Geitost,"Dairy Products","Norske Meierier",24,"Split Rail Beer & Ale","Michael Suyama","United Package"
365,1996-12-17,"Scottish Longbreads",Confections,"Specialty Biscuits, Ltd.",8,"Split Rail Beer & Ale","Nancy Davolio","United Package"
219,1996-10-15,"Cote de Blaye",Beverages,"Aux joyeux ecclesiastiques",20,"Split Rail Beer & Ale","Margaret Peacock","United Package"
217,1996-10-15,"Teatime Chocolate Biscuits",Confections,"Specialty Biscuits, Ltd.",10,"Split Rail Beer & Ale","Margaret Peacock","United Package"
489,1997-01-31,"Gumbar Gummibarchen",Confections,"Heli Susswaren GmbH and Co. KG",10,"Split Rail Beer & Ale","Janet Leverling","United Package"
363,1996-12-17,"Uncle Bobs Organic Dried Pears",Produce,"Grandma Kellys Homestead",10,"Split Rail Beer & Ale","Nancy Davolio","United Package"
14,1996-07-09,"Camembert Pierrot","Dairy Products","Gai paturage",40,"Supremes delices","Margaret Peacock","United Package"
145,1996-09-10,"Alice Mutton",Meat/Poultry,"Pavlova, Ltd.",40,"Supremes delices","Margaret Peacock","United Package"
147,1996-09-10,"Ipoh Coffee",Beverages,"Leka Trading",12,"Supremes delices","Margaret Peacock","United Package"
13,1996-07-09,Geitost,"Dairy Products","Norske Meierier",25,"Supremes delices","Margaret Peacock","United Package"
146,1996-09-10,"Rossle Sauerkraut",Produce,"Plutzer Lebensmittelgrossmarkte AG",28,"Supremes delices","Margaret Peacock","United Package"
12,1996-07-09,"Sir Rodneys Marmalade",Confections,"Specialty Biscuits, Ltd.",40,"Supremes delices","Margaret Peacock","United Package"
169,1996-09-20,Pavlova,Confections,"Pavlova, Ltd.",10,"The Big Cheese","Laura Callahan","United Package"
170,1996-09-20,"Tarte au sucre",Confections,"Forets derables",5,"The Big Cheese","Laura Callahan","United Package"
502,1997-02-06,"Teatime Chocolate Biscuits",Confections,"Specialty Biscuits, Ltd.",15,"Toms Spezialitaten","Janet Leverling","United Package"
504,1997-02-06,"Ravioli Angelo",Grains/Cereals,"Pasta Buttini s.r.l.",15,"Toms Spezialitaten","Janet Leverling","United Package"
503,1997-02-06,"Sasquatch Ale",Beverages,"Bigfoot Breweries",20,"Toms Spezialitaten","Janet Leverling","United Package"
122,1996-08-29,Vegie-spread,Condiments,"Pavlova, Ltd.",5,"Tortuga Restaurante","Nancy Davolio","Federal Shipping"
123,1996-08-29,"Rhonbrau Klosterbier",Beverages,"Plutzer Lebensmittelgrossmarkte AG",6,"Tortuga Restaurante","Nancy Davolio","Federal Shipping"
190,1996-10-02,Lakkalikoori,Beverages,"Karkki Oy",30,"Tortuga Restaurante","Robert King","Federal Shipping"
152,1996-09-12,"Raclette Courdavault","Dairy Products","Gai paturage",10,"Tortuga Restaurante","Nancy Davolio","United Package"
121,1996-08-29,"Guarana Fantastica",Beverages,"Refrescos Americanas LTDA",10,"Tortuga Restaurante","Nancy Davolio","Federal Shipping"
75,1996-08-08,Ikura,Seafood,"Tokyo Traders",15,"Tortuga Restaurante","Laura Callahan","Federal Shipping"
189,1996-10-02,"Rossle Sauerkraut",Produce,"Plutzer Lebensmittelgrossmarkte AG",14,"Tortuga Restaurante","Robert King","Federal Shipping"
76,1996-08-08,Konbu,Seafood,Mayumis,10,"Tortuga Restaurante","Laura Callahan","Federal Shipping"
120,1996-08-29,"Carnarvon Tigers",Seafood,"Pavlova, Ltd.",12,"Tortuga Restaurante","Nancy Davolio","Federal Shipping"
153,1996-09-12,Flotemysost,"Dairy Products","Norske Meierier",2,"Tortuga Restaurante","Nancy Davolio","United Package"
151,1996-09-12,Maxilaku,Confections,"Karkki Oy",30,"Tortuga Restaurante","Nancy Davolio","United Package"
188,1996-10-02,"Alice Mutton",Meat/Poultry,"Pavlova, Ltd.",8,"Tortuga Restaurante","Robert King","Federal Shipping"
4,1996-07-05,Tofu,Produce,Mayumis,9,"Tradicao Hipermercados","Michael Suyama","Speedy Express"
5,1996-07-05,"Manjimup Dried Apples",Produce,"Gday, Mate",40,"Tradicao Hipermercados","Michael Suyama","Speedy Express"
119,1996-08-28,"Sir Rodneys Marmalade",Confections,"Specialty Biscuits, Ltd.",20,"Tradicao Hipermercados","Nancy Davolio","United Package"
318,1996-11-28,Tourtiere,Meat/Poultry,"Ma Maison",18,Vaffeljernet,"Robert King","Federal Shipping"
403,1996-12-31,Flotemysost,"Dairy Products","Norske Meierier",30,Vaffeljernet,"Laura Callahan","Federal Shipping"
402,1996-12-31,"Scottish Longbreads",Confections,"Specialty Biscuits, Ltd.",60,Vaffeljernet,"Laura Callahan","Federal Shipping"
320,1996-11-28,"Original Frankfurter grune Sosse",Condiments,"Plutzer Lebensmittelgrossmarkte AG",7,Vaffeljernet,"Robert King","Federal Shipping"
404,1996-12-31,Lakkalikoori,Beverages,"Karkki Oy",35,Vaffeljernet,"Laura Callahan","Federal Shipping"
405,1996-12-31,"Original Frankfurter grune Sosse",Condiments,"Plutzer Lebensmittelgrossmarkte AG",14,Vaffeljernet,"Laura Callahan","Federal Shipping"
319,1996-11-28,"Louisiana Fiery Hot Pepper Sauce",Condiments,"New Orleans Cajun Delights",15,Vaffeljernet,"Robert King","Federal Shipping"
317,1996-11-28,"Sasquatch Ale",Beverages,"Bigfoot Breweries",36,Vaffeljernet,"Robert King","Federal Shipping"
231,1996-10-21,"Scottish Longbreads",Confections,"Specialty Biscuits, Ltd.",10,"Victuailles en stock","Laura Callahan","United Package"
10,1996-07-08,"Ravioli Angelo",Grains/Cereals,"Pasta Buttini s.r.l.",15,"Victuailles en stock","Janet Leverling","Speedy Express"
11,1996-07-08,"Louisiana Fiery Hot Pepper Sauce",Condiments,"New Orleans Cajun Delights",20,"Victuailles en stock","Janet Leverling","Speedy Express"
230,1996-10-21,"Filo Mix",Grains/Cereals,"Gday, Mate",8,"Victuailles en stock","Laura Callahan","United Package"
9,1996-07-08,"Gustafs Knackebrod",Grains/Cereals,"PB Knackebrod AB",6,"Victuailles en stock","Janet Leverling","Speedy Express"
71,1996-08-06,Flotemysost,"Dairy Products","Norske Meierier",20,"Vins et alcools Chevalier","Michael Suyama","Speedy Express"
72,1996-08-06,"Mozzarella di Giovanni","Dairy Products","Formaggi Fortini s.r.l.",7,"Vins et alcools Chevalier","Michael Suyama","Speedy Express"
129,1996-09-02,"Gnocchi di nonna Alice",Grains/Cereals,"Pasta Buttini s.r.l.",4,"Vins et alcools Chevalier","Andrew Fuller","United Package"
271,1996-11-07,Tunnbrod,Grains/Cereals,"PB Knackebrod AB",25,"Die Wandernde Kuh","Margaret Peacock","United Package"
175,1996-09-23,"Perth Pasties",Meat/Poultry,"Gday, Mate",20,"Die Wandernde Kuh","Andrew Fuller","United Package"
174,1996-09-23,"Ipoh Coffee",Beverages,"Leka Trading",24,"Die Wandernde Kuh","Andrew Fuller","United Package"
289,1996-11-18,Gudbrandsdalsost,"Dairy Products","Norske Meierier",20,"Die Wandernde Kuh","Michael Suyama","United Package"
288,1996-11-18,"Pate chinois",Meat/Poultry,"Ma Maison",12,"Die Wandernde Kuh","Michael Suyama","United Package"
143,1996-09-09,"Boston Crab Meat",Seafood,"New England Seafood Cannery",10,"Die Wandernde Kuh","Laura Callahan","United Package"
287,1996-11-18,"Gorgonzola Telino","Dairy Products","Formaggi Fortini s.r.l.",30,"Die Wandernde Kuh","Michael Suyama","United Package"
173,1996-09-23,"Rossle Sauerkraut",Produce,"Plutzer Lebensmittelgrossmarkte AG",4,"Die Wandernde Kuh","Andrew Fuller","United Package"
144,1996-09-09,"Gnocchi di nonna Alice",Grains/Cereals,"Pasta Buttini s.r.l.",20,"Die Wandernde Kuh","Laura Callahan","United Package"
176,1996-09-23,"Rhonbrau Klosterbier",Beverages,"Plutzer Lebensmittelgrossmarkte AG",10,"Die Wandernde Kuh","Andrew Fuller","United Package"
270,1996-11-07,Chais,Beverages,"Exotic Liquid",15,"Die Wandernde Kuh","Margaret Peacock","United Package"
229,1996-10-18,Flotemysost,"Dairy Products","Norske Meierier",40,"Wartian Herkku","Steven Buchanan","Federal Shipping"
228,1996-10-18,"Sir Rodneys Scones",Confections,"Specialty Biscuits, Ltd.",10,"Wartian Herkku","Steven Buchanan","Federal Shipping"
447,1997-01-16,"Teatime Chocolate Biscuits",Confections,"Specialty Biscuits, Ltd.",20,"Wartian Herkku","Laura Callahan","Federal Shipping"
61,1996-08-01,"Ipoh Coffee",Beverages,"Leka Trading",25,"Wartian Herkku","Nancy Davolio","Speedy Express"
449,1997-01-16,"Ravioli Angelo",Grains/Cereals,"Pasta Buttini s.r.l.",20,"Wartian Herkku","Laura Callahan","Federal Shipping"
52,1996-07-26,"Queso Manchego La Pastora","Dairy Products","Cooperativa de Quesos Las Cabras",12,"Wartian Herkku","Janet Leverling","Federal Shipping"
191,1996-10-03,Flotemysost,"Dairy Products","Norske Meierier",30,"Wartian Herkku","Steven Buchanan","Federal Shipping"
439,1997-01-13,Tofu,Produce,Mayumis,20,"Wartian Herkku","Laura Callahan","United Package"
60,1996-08-01,"Inlagd Sill",Seafood,"Svensk Sjofoda AB",30,"Wartian Herkku","Nancy Davolio","Speedy Express"
501,1997-02-05,"Perth Pasties",Meat/Poultry,"Gday, Mate",15,"Wartian Herkku","Laura Callahan","Speedy Express"
448,1997-01-16,"Perth Pasties",Meat/Poultry,"Gday, Mate",10,"Wartian Herkku","Laura Callahan","Federal Shipping"
227,1996-10-18,Tofu,Produce,Mayumis,10,"Wartian Herkku","Steven Buchanan","Federal Shipping"
460,1997-01-21,"Mishi Kobe Niku",Meat/Poultry,"Tokyo Traders",20,"Wellington Importadora","Janet Leverling","Speedy Express"
462,1997-01-21,"Outback Lager",Beverages,"Pavlova, Ltd.",8,"Wellington Importadora","Janet Leverling","Speedy Express"
461,1997-01-21,Konbu,Seafood,Mayumis,2,"Wellington Importadora","Janet Leverling","Speedy Express"
25,1996-07-15,"Perth Pasties",Meat/Poultry,"Gday, Mate",15,"Wellington Importadora","Janet Leverling","United Package"
26,1996-07-15,"Original Frankfurter grune Sosse",Condiments,"Plutzer Lebensmittelgrossmarkte AG",12,"Wellington Importadora","Janet Leverling","United Package"
463,1997-01-21,"Rod Kaviar",Seafood,"Svensk Sjofoda AB",20,"Wellington Importadora","Janet Leverling","Speedy Express"
59,1996-07-31,"Mozzarella di Giovanni","Dairy Products","Formaggi Fortini s.r.l.",20,"White Clover Markets","Steven Buchanan","Speedy Express"
58,1996-07-31,Geitost,"Dairy Products","Norske Meierier",60,"White Clover Markets","Steven Buchanan","Speedy Express"
260,1996-11-01,"Northwoods Cranberry Sauce",Condiments,"Grandma Kellys Homestead",70,"White Clover Markets","Margaret Peacock","United Package"
259,1996-11-01,"Chef Antons Cajun Seasoning",Condiments,"New Orleans Cajun Delights",35,"White Clover Markets","Margaret Peacock","United Package"
2,1996-07-04,"Singaporean Hokkien Fried Mee",Grains/Cereals,"Leka Trading",10,"Wilman Kala","Steven Buchanan","Federal Shipping"
3,1996-07-04,"Mozzarella di Giovanni","Dairy Products","Formaggi Fortini s.r.l.",5,"Wilman Kala","Steven Buchanan","Federal Shipping"
1,1996-07-04,"Queso Cabrales","Dairy Products","Cooperativa de Quesos Las Cabras",12,"Wilman Kala","Steven Buchanan","Federal Shipping"
337,1996-12-05,"Gorgonzola Telino","Dairy Products","Formaggi Fortini s.r.l.",30,Wolski,"Nancy Davolio","Federal Shipping"
338,1996-12-05,"Escargots de Bourgogne",Seafood,"Escargots Nouveaux",15,Wolski,"Nancy Davolio","Federal Shipping"
